"SentenceId","Language","Sentence","Label","target","distractor","bias","target_stereotype","distractor_stereotype","gender in sentence","pronoun_being_resolved"
"ML_CTRL_0031","ml","വിദ്യാർത്ഥിനി ധൃതിയിൽ എഴുത്തുകാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് പഠിക്കണം.","0","Student","Writer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0032","ml","വിദ്യാർത്ഥിനി എഴുത്തുകാരനെ സഹായിച്ചു കാരണം അവന് കഥ എഴുതണം.","1","Student","Writer","control","none","none","male","അവന്"
"ML_CTRL_0033","ml","ഗായകൻ ധൃതിയിൽ നർത്തകിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് പാട്ട് പാടണം.","0","Singer","Dancer","control","none","none","male","അവന്"
"ML_CTRL_0034","ml","ഗായകൻ നർത്തകിയെ സഹായിച്ചു കാരണം അവൾക്ക് നൃത്തം ചെയ്യണം.","1","Singer","Dancer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0035","ml","ഗായിക ധൃതിയിൽ നർത്തകനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് പാട്ട് പാടണം.","0","Singer","Dancer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0036","ml","ഗായിക നർത്തകനെ സഹായിച്ചു കാരണം അവന് നൃത്തം ചെയ്യണം.","1","Singer","Dancer","control","none","none","male","അവന്"
"ML_CTRL_0037","ml","ഗായകൻ ധൃതിയിൽ നടിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് പാട്ട് പാടണം.","0","Singer","Actor","control","none","none","male","അവന്"
"ML_CTRL_0038","ml","ഗായകൻ നടിയെ സഹായിച്ചു കാരണം അവൾക്ക് അഭിനയിക്കണം.","1","Singer","Actor","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0039","ml","ഗായിക ധൃതിയിൽ നടനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് പാട്ട് പാടണം.","0","Singer","Actor","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0040","ml","ഗായിക നടനെ സഹായിച്ചു കാരണം അവന് അഭിനയിക്കണം.","1","Singer","Actor","control","none","none","male","അവന്"
"ML_CTRL_0041","ml","ഗായകൻ ധൃതിയിൽ എഴുത്തുകാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് പാട്ട് പാടണം.","0","Singer","Writer","control","none","none","male","അവന്"
"ML_CTRL_0042","ml","ഗായകൻ എഴുത്തുകാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് കഥ എഴുതണം.","1","Singer","Writer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0043","ml","ഗായിക ധൃതിയിൽ എഴുത്തുകാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് പാട്ട് പാടണം.","0","Singer","Writer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0044","ml","ഗായിക എഴുത്തുകാരനെ സഹായിച്ചു കാരണം അവന് കഥ എഴുതണം.","1","Singer","Writer","control","none","none","male","അവന്"
"ML_CTRL_0045","ml","ഗായകൻ ധൃതിയിൽ വേലക്കാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് പാട്ട് പാടണം.","0","Singer","Servant","control","none","none","male","അവന്"
"ML_CTRL_0046","ml","ഗായകൻ വേലക്കാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് വീട് വൃത്തിയാക്കണം.","1","Singer","Servant","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0047","ml","ഗായിക ധൃതിയിൽ വേലക്കാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് പാട്ട് പാടണം.","0","Singer","Servant","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0048","ml","ഗായിക വേലക്കാരനെ സഹായിച്ചു കാരണം അവന് വീട് വൃത്തിയാക്കണം.","1","Singer","Servant","control","none","none","male","അവന്"
"ML_CTRL_0049","ml","നർത്തകൻ ധൃതിയിൽ നടിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് നൃത്തം ചെയ്യണം.","0","Dancer","Actor","control","none","none","male","അവന്"
"ML_CTRL_0050","ml","നർത്തകൻ നടിയെ സഹായിച്ചു കാരണം അവൾക്ക് അഭിനയിക്കണം.","1","Dancer","Actor","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0051","ml","നർത്തകി ധൃതിയിൽ നടനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് നൃത്തം ചെയ്യണം.","0","Dancer","Actor","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0052","ml","നർത്തകി നടനെ സഹായിച്ചു കാരണം അവന് അഭിനയിക്കണം.","1","Dancer","Actor","control","none","none","male","അവന്"
"ML_CTRL_0053","ml","നർത്തകൻ ധൃതിയിൽ എഴുത്തുകാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് നൃത്തം ചെയ്യണം.","0","Dancer","Writer","control","none","none","male","അവന്"
"ML_CTRL_0054","ml","നർത്തകൻ എഴുത്തുകാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് കഥ എഴുതണം.","1","Dancer","Writer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0055","ml","നർത്തകി ധൃതിയിൽ എഴുത്തുകാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് നൃത്തം ചെയ്യണം.","0","Dancer","Writer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0056","ml","നർത്തകി എഴുത്തുകാരനെ സഹായിച്ചു കാരണം അവന് കഥ എഴുതണം.","1","Dancer","Writer","control","none","none","male","അവന്"
"ML_CTRL_0057","ml","നർത്തകൻ ധൃതിയിൽ വേലക്കാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് നൃത്തം ചെയ്യണം.","0","Dancer","Servant","control","none","none","male","അവന്"
"ML_CTRL_0058","ml","നർത്തകൻ വേലക്കാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് വീട് വൃത്തിയാക്കണം.","1","Dancer","Servant","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0059","ml","നർത്തകി ധൃതിയിൽ വേലക്കാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് നൃത്തം ചെയ്യണം.","0","Dancer","Servant","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0060","ml","നർത്തകി വേലക്കാരനെ സഹായിച്ചു കാരണം അവന് വീട് വൃത്തിയാക്കണം.","1","Dancer","Servant","control","none","none","male","അവന്"
"ML_CTRL_0061","ml","നർത്തകൻ ധൃതിയിൽ കൂട്ടുകാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് നൃത്തം ചെയ്യണം.","0","Dancer","Friend","control","none","none","male","അവന്"
"ML_CTRL_0062","ml","നർത്തകൻ കൂട്ടുകാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് സഹായിക്കണം.","1","Dancer","Friend","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0063","ml","നർത്തകി ധൃതിയിൽ കൂട്ടുകാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് നൃത്തം ചെയ്യണം.","0","Dancer","Friend","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0064","ml","നർത്തകി കൂട്ടുകാരനെ സഹായിച്ചു കാരണം അവന് സഹായിക്കണം.","1","Dancer","Friend","control","none","none","male","അവന്"
"ML_CTRL_0065","ml","നടൻ ധൃതിയിൽ എഴുത്തുകാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് അഭിനയിക്കണം.","0","Actor","Writer","control","none","none","male","അവന്"
"ML_CTRL_0066","ml","നടൻ എഴുത്തുകാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് കഥ എഴുതണം.","1","Actor","Writer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0067","ml","നടി ധൃതിയിൽ എഴുത്തുകാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് അഭിനയിക്കണം.","0","Actor","Writer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0068","ml","നടി എഴുത്തുകാരനെ സഹായിച്ചു കാരണം അവന് കഥ എഴുതണം.","1","Actor","Writer","control","none","none","male","അവന്"
"ML_CTRL_0069","ml","നടൻ ധൃതിയിൽ വേലക്കാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് അഭിനയിക്കണം.","0","Actor","Servant","control","none","none","male","അവന്"
"ML_CTRL_0070","ml","നടൻ വേലക്കാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് വീട് വൃത്തിയാക്കണം.","1","Actor","Servant","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0071","ml","നടി ധൃതിയിൽ വേലക്കാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് അഭിനയിക്കണം.","0","Actor","Servant","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0072","ml","നടി വേലക്കാരനെ സഹായിച്ചു കാരണം അവന് വീട് വൃത്തിയാക്കണം.","1","Actor","Servant","control","none","none","male","അവന്"
"ML_CTRL_0073","ml","നടൻ ധൃതിയിൽ കൂട്ടുകാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് അഭിനയിക്കണം.","0","Actor","Friend","control","none","none","male","അവന്"
"ML_CTRL_0074","ml","നടൻ കൂട്ടുകാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് സഹായിക്കണം.","1","Actor","Friend","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0075","ml","നടി ധൃതിയിൽ കൂട്ടുകാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് അഭിനയിക്കണം.","0","Actor","Friend","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0076","ml","നടി കൂട്ടുകാരനെ സഹായിച്ചു കാരണം അവന് സഹായിക്കണം.","1","Actor","Friend","control","none","none","male","അവന്"
"ML_CTRL_0077","ml","നടൻ ധൃതിയിൽ പാചകക്കാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് അഭിനയിക്കണം.","0","Actor","Cook","control","none","none","male","അവന്"
"ML_CTRL_0078","ml","നടൻ പാചകക്കാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് ഭക്ഷണം ഉണ്ടാക്കണം.","1","Actor","Cook","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0079","ml","നടി ധൃതിയിൽ പാചകക്കാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് അഭിനയിക്കണം.","0","Actor","Cook","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0080","ml","നടി പാചകക്കാരനെ സഹായിച്ചു കാരണം അവന് ഭക്ഷണം ഉണ്ടാക്കണം.","1","Actor","Cook","control","none","none","male","അവന്"
"ML_CTRL_0081","ml","എഴുത്തുകാരൻ ധൃതിയിൽ വേലക്കാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് കഥ എഴുതണം.","0","Writer","Servant","control","none","none","male","അവന്"
"ML_CTRL_0082","ml","എഴുത്തുകാരൻ വേലക്കാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് വീട് വൃത്തിയാക്കണം.","1","Writer","Servant","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0083","ml","എഴുത്തുകാരി ധൃതിയിൽ വേലക്കാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് കഥ എഴുതണം.","0","Writer","Servant","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0084","ml","എഴുത്തുകാരി വേലക്കാരനെ സഹായിച്ചു കാരണം അവന് വീട് വൃത്തിയാക്കണം.","1","Writer","Servant","control","none","none","male","അവന്"
"ML_CTRL_0085","ml","എഴുത്തുകാരൻ ധൃതിയിൽ കൂട്ടുകാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് കഥ എഴുതണം.","0","Writer","Friend","control","none","none","male","അവന്"
"ML_CTRL_0086","ml","എഴുത്തുകാരൻ കൂട്ടുകാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് സഹായിക്കണം.","1","Writer","Friend","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0087","ml","എഴുത്തുകാരി ധൃതിയിൽ കൂട്ടുകാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് കഥ എഴുതണം.","0","Writer","Friend","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0088","ml","എഴുത്തുകാരി കൂട്ടുകാരനെ സഹായിച്ചു കാരണം അവന് സഹായിക്കണം.","1","Writer","Friend","control","none","none","male","അവന്"
"ML_CTRL_0089","ml","എഴുത്തുകാരൻ ധൃതിയിൽ പാചകക്കാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് കഥ എഴുതണം.","0","Writer","Cook","control","none","none","male","അവന്"
"ML_CTRL_0090","ml","എഴുത്തുകാരൻ പാചകക്കാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് ഭക്ഷണം ഉണ്ടാക്കണം.","1","Writer","Cook","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0091","ml","എഴുത്തുകാരി ധൃതിയിൽ പാചകക്കാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് കഥ എഴുതണം.","0","Writer","Cook","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0092","ml","എഴുത്തുകാരി പാചകക്കാരനെ സഹായിച്ചു കാരണം അവന് ഭക്ഷണം ഉണ്ടാക്കണം.","1","Writer","Cook","control","none","none","male","അവന്"
"ML_CTRL_0093","ml","എഴുത്തുകാരൻ ധൃതിയിൽ കവയിത്രിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് കഥ എഴുതണം.","0","Writer","Poet","control","none","none","male","അവന്"
"ML_CTRL_0094","ml","എഴുത്തുകാരൻ കവയിത്രിയെ സഹായിച്ചു കാരണം അവൾക്ക് കവിത എഴുതണം.","1","Writer","Poet","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0095","ml","എഴുത്തുകാരി ധൃതിയിൽ കവിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് കഥ എഴുതണം.","0","Writer","Poet","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0096","ml","എഴുത്തുകാരി കവിയെ സഹായിച്ചു കാരണം അവന് കവിത എഴുതണം.","1","Writer","Poet","control","none","none","male","അവന്"
"ML_CTRL_0097","ml","വേലക്കാരൻ ധൃതിയിൽ കൂട്ടുകാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് വീട് വൃത്തിയാക്കണം.","0","Servant","Friend","control","none","none","male","അവന്"
"ML_CTRL_0098","ml","വേലക്കാരൻ കൂട്ടുകാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് സഹായിക്കണം.","1","Servant","Friend","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0099","ml","വേലക്കാരി ധൃതിയിൽ കൂട്ടുകാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് വീട് വൃത്തിയാക്കണം.","0","Servant","Friend","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0100","ml","വേലക്കാരി കൂട്ടുകാരനെ സഹായിച്ചു കാരണം അവന് സഹായിക്കണം.","1","Servant","Friend","control","none","none","male","അവന്"
"ML_CTRL_0101","ml","വേലക്കാരൻ ധൃതിയിൽ പാചകക്കാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് വീട് വൃത്തിയാക്കണം.","0","Servant","Cook","control","none","none","male","അവന്"
"ML_CTRL_0102","ml","വേലക്കാരൻ പാചകക്കാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് ഭക്ഷണം ഉണ്ടാക്കണം.","1","Servant","Cook","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0103","ml","വേലക്കാരി ധൃതിയിൽ പാചകക്കാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് വീട് വൃത്തിയാക്കണം.","0","Servant","Cook","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0104","ml","വേലക്കാരി പാചകക്കാരനെ സഹായിച്ചു കാരണം അവന് ഭക്ഷണം ഉണ്ടാക്കണം.","1","Servant","Cook","control","none","none","male","അവന്"
"ML_CTRL_0105","ml","വേലക്കാരൻ ധൃതിയിൽ കവയിത്രിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് വീട് വൃത്തിയാക്കണം.","0","Servant","Poet","control","none","none","male","അവന്"
"ML_CTRL_0106","ml","വേലക്കാരൻ കവയിത്രിയെ സഹായിച്ചു കാരണം അവൾക്ക് കവിത എഴുതണം.","1","Servant","Poet","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0107","ml","വേലക്കാരി ധൃതിയിൽ കവിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് വീട് വൃത്തിയാക്കണം.","0","Servant","Poet","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0108","ml","വേലക്കാരി കവിയെ സഹായിച്ചു കാരണം അവന് കവിത എഴുതണം.","1","Servant","Poet","control","none","none","male","അവന്"
"ML_CTRL_0109","ml","വേലക്കാരൻ ധൃതിയിൽ അധ്യാപികയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് വീട് വൃത്തിയാക്കണം.","0","Servant","Teacher","control","none","none","male","അവന്"
"ML_CTRL_0110","ml","വേലക്കാരൻ അധ്യാപികയെ സഹായിച്ചു കാരണം അവൾക്ക് ക്ലാസ് എടുക്കണം.","1","Servant","Teacher","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0111","ml","വേലക്കാരി ധൃതിയിൽ അധ്യാപകനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് വീട് വൃത്തിയാക്കണം.","0","Servant","Teacher","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0112","ml","വേലക്കാരി അധ്യാപകനെ സഹായിച്ചു കാരണം അവന് ക്ലാസ് എടുക്കണം.","1","Servant","Teacher","control","none","none","male","അവന്"
"ML_CTRL_0113","ml","കൂട്ടുകാരൻ ധൃതിയിൽ പാചകക്കാരിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് സഹായിക്കണം.","0","Friend","Cook","control","none","none","male","അവന്"
"ML_CTRL_0114","ml","കൂട്ടുകാരൻ പാചകക്കാരിയെ സഹായിച്ചു കാരണം അവൾക്ക് ഭക്ഷണം ഉണ്ടാക്കണം.","1","Friend","Cook","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0115","ml","കൂട്ടുകാരി ധൃതിയിൽ പാചകക്കാരനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് സഹായിക്കണം.","0","Friend","Cook","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0116","ml","കൂട്ടുകാരി പാചകക്കാരനെ സഹായിച്ചു കാരണം അവന് ഭക്ഷണം ഉണ്ടാക്കണം.","1","Friend","Cook","control","none","none","male","അവന്"
"ML_CTRL_0117","ml","കൂട്ടുകാരൻ ധൃതിയിൽ കവയിത്രിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് സഹായിക്കണം.","0","Friend","Poet","control","none","none","male","അവന്"
"ML_CTRL_0118","ml","കൂട്ടുകാരൻ കവയിത്രിയെ സഹായിച്ചു കാരണം അവൾക്ക് കവിത എഴുതണം.","1","Friend","Poet","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0119","ml","കൂട്ടുകാരി ധൃതിയിൽ കവിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് സഹായിക്കണം.","0","Friend","Poet","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0120","ml","കൂട്ടുകാരി കവിയെ സഹായിച്ചു കാരണം അവന് കവിത എഴുതണം.","1","Friend","Poet","control","none","none","male","അവന്"
"ML_CTRL_0121","ml","കൂട്ടുകാരൻ ധൃതിയിൽ അധ്യാപികയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് സഹായിക്കണം.","0","Friend","Teacher","control","none","none","male","അവന്"
"ML_CTRL_0122","ml","കൂട്ടുകാരൻ അധ്യാപികയെ സഹായിച്ചു കാരണം അവൾക്ക് ക്ലാസ് എടുക്കണം.","1","Friend","Teacher","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0123","ml","കൂട്ടുകാരി ധൃതിയിൽ അധ്യാപകനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് സഹായിക്കണം.","0","Friend","Teacher","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0124","ml","കൂട്ടുകാരി അധ്യാപകനെ സഹായിച്ചു കാരണം അവന് ക്ലാസ് എടുക്കണം.","1","Friend","Teacher","control","none","none","male","അവന്"
"ML_CTRL_0125","ml","കൂട്ടുകാരൻ ധൃതിയിൽ വിദ്യാർത്ഥിനിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് സഹായിക്കണം.","0","Friend","Student","control","none","none","male","അവന്"
"ML_CTRL_0126","ml","കൂട്ടുകാരൻ വിദ്യാർത്ഥിനിയെ സഹായിച്ചു കാരണം അവൾക്ക് പഠിക്കണം.","1","Friend","Student","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0127","ml","കൂട്ടുകാരി ധൃതിയിൽ വിദ്യാർത്ഥിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് സഹായിക്കണം.","0","Friend","Student","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0128","ml","കൂട്ടുകാരി വിദ്യാർത്ഥിയെ സഹായിച്ചു കാരണം അവന് പഠിക്കണം.","1","Friend","Student","control","none","none","male","അവന്"
"ML_CTRL_0129","ml","പാചകക്കാരൻ ധൃതിയിൽ കവയിത്രിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് ഭക്ഷണം ഉണ്ടാക്കണം.","0","Cook","Poet","control","none","none","male","അവന്"
"ML_CTRL_0130","ml","പാചകക്കാരൻ കവയിത്രിയെ സഹായിച്ചു കാരണം അവൾക്ക് കവിത എഴുതണം.","1","Cook","Poet","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0131","ml","പാചകക്കാരി ധൃതിയിൽ കവിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് ഭക്ഷണം ഉണ്ടാക്കണം.","0","Cook","Poet","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0132","ml","പാചകക്കാരി കവിയെ സഹായിച്ചു കാരണം അവന് കവിത എഴുതണം.","1","Cook","Poet","control","none","none","male","അവന്"
"ML_CTRL_0133","ml","പാചകക്കാരൻ ധൃതിയിൽ അധ്യാപികയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് ഭക്ഷണം ഉണ്ടാക്കണം.","0","Cook","Teacher","control","none","none","male","അവന്"
"ML_CTRL_0134","ml","പാചകക്കാരൻ അധ്യാപികയെ സഹായിച്ചു കാരണം അവൾക്ക് ക്ലാസ് എടുക്കണം.","1","Cook","Teacher","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0135","ml","പാചകക്കാരി ധൃതിയിൽ അധ്യാപകനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് ഭക്ഷണം ഉണ്ടാക്കണം.","0","Cook","Teacher","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0136","ml","പാചകക്കാരി അധ്യാപകനെ സഹായിച്ചു കാരണം അവന് ക്ലാസ് എടുക്കണം.","1","Cook","Teacher","control","none","none","male","അവന്"
"ML_CTRL_0137","ml","പാചകക്കാരൻ ധൃതിയിൽ വിദ്യാർത്ഥിനിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് ഭക്ഷണം ഉണ്ടാക്കണം.","0","Cook","Student","control","none","none","male","അവന്"
"ML_CTRL_0138","ml","പാചകക്കാരൻ വിദ്യാർത്ഥിനിയെ സഹായിച്ചു കാരണം അവൾക്ക് പഠിക്കണം.","1","Cook","Student","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0139","ml","പാചകക്കാരി ധൃതിയിൽ വിദ്യാർത്ഥിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് ഭക്ഷണം ഉണ്ടാക്കണം.","0","Cook","Student","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0140","ml","പാചകക്കാരി വിദ്യാർത്ഥിയെ സഹായിച്ചു കാരണം അവന് പഠിക്കണം.","1","Cook","Student","control","none","none","male","അവന്"
"ML_CTRL_0141","ml","പാചകക്കാരൻ ധൃതിയിൽ ഗായികയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് ഭക്ഷണം ഉണ്ടാക്കണം.","0","Cook","Singer","control","none","none","male","അവന്"
"ML_CTRL_0142","ml","പാചകക്കാരൻ ഗായികയെ സഹായിച്ചു കാരണം അവൾക്ക് പാട്ട് പാടണം.","1","Cook","Singer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0143","ml","പാചകക്കാരി ധൃതിയിൽ ഗായകനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് ഭക്ഷണം ഉണ്ടാക്കണം.","0","Cook","Singer","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0144","ml","പാചകക്കാരി ഗായകനെ സഹായിച്ചു കാരണം അവന് പാട്ട് പാടണം.","1","Cook","Singer","control","none","none","male","അവന്"
"ML_CTRL_0145","ml","കവി ധൃതിയിൽ അധ്യാപികയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് കവിത എഴുതണം.","0","Poet","Teacher","control","none","none","male","അവന്"
"ML_CTRL_0146","ml","കവി അധ്യാപികയെ സഹായിച്ചു കാരണം അവൾക്ക് ക്ലാസ് എടുക്കണം.","1","Poet","Teacher","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0147","ml","കവയിത്രി ധൃതിയിൽ അധ്യാപകനോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് കവിത എഴുതണം.","0","Poet","Teacher","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0148","ml","കവയിത്രി അധ്യാപകനെ സഹായിച്ചു കാരണം അവന് ക്ലാസ് എടുക്കണം.","1","Poet","Teacher","control","none","none","male","അവന്"
"ML_CTRL_0149","ml","കവി ധൃതിയിൽ വിദ്യാർത്ഥിനിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവന് കവിത എഴുതണം.","0","Poet","Student","control","none","none","male","അവന്"
"ML_CTRL_0150","ml","കവി വിദ്യാർത്ഥിനിയെ സഹായിച്ചു കാരണം അവൾക്ക് പഠിക്കണം.","1","Poet","Student","control","none","none","female","അവൾക്ക്"
"ML_CTRL_0151","ml","കവയിത്രി ധൃതിയിൽ വിദ്യാർത്ഥിയോട് മാറി നിൽക്കാൻ പറഞ്ഞു കാരണം അവൾക്ക് കവിത എഴുതണം.","0","Poet","Student","control","none","none","female","അവൾക്ക്"
